""	"ARID2_1"	"ARID2_2"	"ARID2_3"	"ARID2_4"	"Control_1"	"Control_2"	"Control_3"	"Control_4"
"ENSG00000182568"	1,0001545346668	3,20638135001313	2,7326853435964	19,3914611583447	24,4997884196905	17,8167845804336	20,1292460494278	21,979015418057
"ENSG00000183035"	0	0,801595337503283	0	0	0	0	0	2,74737692725712
"ENSG00000183207"	23447,6229107286	19922,0489229691	19995,0586590949	16795,1599699218	19342,5829573457	19192,2403500431	19062,3960088081	14962,2147458423
"ENSG00000183576"	7589,17260905171	8048,01718853296	8356,55178071781	9325,13821036841	7777,96224123939	7553,42582287482	7486,2495989281	8891,88542506768
"ENSG00000183607"	14,0021634853353	8,01595337503283	10,2475700384865	6,46382038611489	0	0,890839229021679	1,82993145903889	1,37368846362856
"ENSG00000185033"	8290,28093785314	7481,28928491814	7604,3801398929	7168,37680820141	8232,64949102836	8291,04070450477	7657,34819034824	9556,7506414639
"ENSG00000185837"	27,0041724360037	38,4765762001576	15,7129407256793	2,15460679537163	15,8528042715644	31,1793730157588	43,0033892874139	13,7368846362856
"ENSG00000186076"	1131,17477870816	965,120786353953	835,518543804601	1965,00139737893	719,140848319151	653,875994101913	876,537168879629	2658,08717712127
"ENSG00000186204"	1391,21495772153	1276,94137264273	1280,26308347492	1777,55060618159	1366,22349540392	1373,67409115143	1352,31934822974	1754,20016805367
"ENSG00000186207"	9,00139081200124	6,41276270002627	8,88122736668832	4,30921359074326	0	0	0,914965729519445	0
"ENSG00000186510"	0	1,60319067500657	2,7326853435964	0	6,48523811109455	11,5809099772818	7,31972583615556	9,61581924539993
"ENSG00000186715"	32,0049451093377	23,2462647875952	38,2575948103497	32,3191019305744	50,4407408640687	55,2320321993441	34,7686977217389	52,2001616178853
"ENSG00000186908"	1861,28758901492	2295,7690466094	2412,96115839563	1200,115985022	2329,64164590763	2191,46450339333	2335,90750746314	1152,52462098436
"ENSG00000188162"	14,0021634853353	4,8095720250197	7,51488469489011	2,15460679537163	0,720582012343839	0,890839229021679	0	0
"ENSG00000189431"	174,026889032024	119,437705287989	110,673756415654	84,0296650194935	242,836138159874	246,762466439005	186,653008821967	218,416465716941
"ENSG00000196091"	19,0029361586693	13,6271207375558	12,2970840461838	17,236854362973	0	0	0	0
"ENSG00000196230"	156533,186066167	136966,992128511	133754,699999006	123099,150039967	110020,623390694	108681,495101416	111698,101294004	115909,085184051
"ENSG00000196296"	458,070776877396	413,623194151694	396,922546157378	351,200907645576	483,510530282716	454,328006801056	492,251562481462	427,217112188483
"ENSG00000196305"	45829,0810875023	45525,004002824	49681,5858892544	46136,5953092927	38234,8021569764	38501,180639088	39314,2474659915	29913,4399839755
"ENSG00000197122"	39770,1449164908	37980,3886862431	36956,8365867978	34292,7217551349	30783,2635673288	32360,6258334415	31460,1816437966	29950,5295724935
"ENSG00000198074"	414164,992960058	386289,59473817	361631,964458838	281542,469951211	256311,742372716	246744,649654425	254698,095160599	232362,150999698
"ENSG00000198959"	32681,0495747725	32580,0408974834	32188,3006622221	32135,9603529678	17701,0971332264	17842,6189180752	17290,107390729	29299,4012407336
"ENSG00000203740"	7,00108174266763	1,60319067500657	15,0297693897802	12,9276407722298	0	0	0	0
"ENSG00000204053"	0	1,60319067500657	0	0	9,3675661604699	8,01755306119511	5,48979437711667	9,61581924539993
"ENSG00000204262"	9185,41924637993	10021,544909466	10872,6718108342	15110,2574559412	14119,0839498652	13701,9981815824	14134,3905896164	16922,4681834402
"ENSG00000204316"	10260,5853711467	8258,83676229633	7727,35098035473	6287,14262889441	7833,44705618987	8546,71156323399	8399,38539698851	6667,88380245304
"ENSG00000204740"	1,0001545346668	0	0	2,15460679537163	10,8087301851576	9,79923151923847	5,48979437711667	16,4842615635427
"ENSG00000204880"	6,00092720800083	16,0319067500657	6,14854202309191	0	0	0	0	0
"ENSG00000205426"	158187,441666506	126526,212857531	125953,566514374	76721,238769593	85424,2769813497	87341,4413702015	88853,2369593629	59089,2092629826
"ENSG00000206190"	1839,28418925225	1891,76499650775	1780,34450135306	1206,57980540811	1894,41011045195	1913,52266393857	1693,60156534049	1386,05165980122
"ENSG00000206913"	7,00108174266763	5,61116736252298	8,88122736668832	0	3,60291006171919	8,01755306119511	5,48979437711667	6,86844231814281
"ENSG00000207643"	5,00077267333402	9,6191440500394	11,6139127102847	17,236854362973	8,64698414812606	5,34503537413007	5,48979437711667	19,2316384907999
"ENSG00000213424"	13,0020089506685	8,01595337503283	2,0495140076973	15,0822475676014	63,4112170862578	65,9221029476043	58,5578066892445	123,631961726571
"ENSG00000213606"	46640,2064151171	46052,4537349011	44623,3853182575	12126,1270443515	31733,7112416103	27936,7182221199	28847,9544860186	9819,12513801696
"ENSG00000214401"	112,017307882682	113,826537925466	92,2281303463787	60,3289902704056	113,851957950326	91,756440589233	116,20064764897	61,8159808632853
"ENSG00000215311"	155,023952873355	122,644086638002	173,525519318372	331,809446487231	162,130952777364	168,368614285097	179,333282985811	285,727200434741
"ENSG00000215441"	38,0058723173386	42,484552887674	39,6239374821479	4,30921359074326	45,3966667776618	41,8694437640189	32,9387662627	9,61581924539993
"ENSG00000217767"	12,0018544160017	6,41276270002627	12,2970840461838	4,30921359074326	0	0	1,82993145903889	0
"ENSG00000223586"	17,0026270893357	27,2542414751116	24,5941680923676	64,6382038611489	18,014550308596	39,1969260769539	33,8537319922195	50,8264731542568
"ENSG00000223599"	51,007881268007	75,3499617253086	68,3171335899101	56,0197766796624	78,5434393454784	81,0663698409728	65,8775325254001	53,5738500815139
"ENSG00000224953"	67,0103538226759	57,7148643002364	59,4359062232218	19,3914611583447	50,4407408640687	52,5595145122791	62,2176696073223	24,7263923453141
"ENSG00000225792"	105,016226140014	116,231323937976	129,802553820829	60,3289902704056	69,1758731850085	71,2671383217343	57,6428409597251	34,342211590714
"ENSG00000226309"	220,033997626697	238,875410575978	196,070173403042	230,542927104764	223,38042382659	241,417431064875	225,081569461784	212,921711862427
"ENSG00000226702"	18,0027816240025	16,0319067500657	14,3465980538811	2,15460679537163	0	0	0	0
"ENSG00000226786"	8,00123627733444	0	4,09902801539461	4,30921359074326	5,76465609875071	6,23587460315175	3,65986291807778	1,37368846362856
"ENSG00000226964"	155,023952873355	192,382881000788	131,852067828527	118,50337374544	165,733862839083	216,473932652268	193,972734658122	513,759485397082
"ENSG00000227242"	2,00030906933361	3,20638135001313	1,3663426717982	2,15460679537163	11,5293121975014	13,3625884353252	8,23469156567501	13,7368846362856
"ENSG00000227507"	7,00108174266763	7,21435803752955	10,2475700384865	6,46382038611489	7,20582012343839	5,34503537413007	10,9795887542333	4,12106539088568
"ENSG00000227682"	823,12718203078	793,57938412825	771,300438230085	0	835,154552306509	776,811807706904	831,703848133176	0
"ENSG00000228793"	11,0016998813349	6,41276270002627	12,2970840461838	12,9276407722298	0,720582012343839	0	0	1,37368846362856
"ENSG00000229043"	709,109565078764	658,109772090196	653,79496845544	769,194625947672	600,244816282418	596,862283444525	625,836558991301	674,481035641624
"ENSG00000229054"	3,00046360400041	8,81754871253612	4,09902801539461	2,15460679537163	7,20582012343839	0	9,14965729519446	2,74737692725712
"ENSG00000230795"	2,00030906933361	16,0319067500657	14,3465980538811	53,8651698842907	11,5293121975014	8,01755306119511	13,7244859427917	49,4527846906282
"ENSG00000230911"	159,024571012022	132,263230688042	148,931351226004	90,4934854056084	142,67523844408	140,752598185425	156,459139747825	123,631961726571
"ENSG00000231249"	2,00030906933361	8,01595337503283	1,3663426717982	8,61842718148652	2,88232804937535	4,4541961451084	2,74489718855834	6,86844231814281
"ENSG00000231407"	1,0001545346668	4,8095720250197	8,19805603078921	2,15460679537163	2,88232804937535	5,34503537413007	2,74489718855834	6,86844231814281
"ENSG00000231533"	0	0	0	0	7,92640213578222	8,90839229021679	10,0646230247139	26,1000808089427
"ENSG00000231683"	2262,34955741631	2523,42212246034	2652,07112596031	2598,45579521818	1934,04212113086	1802,16776031086	1922,34299772035	2740,50848493898
"ENSG00000231911"	284,043887845373	270,137628738606	320,407356536678	0	285,35047688816	280,614357141829	334,877457004117	0
"ENSG00000233355"	0	0,801595337503283	0	0	14,4116402468768	9,79923151923847	8,23469156567501	5,49475385451425
"ENSG00000234292"	29,0044815053373	8,81754871253612	13,663426717982	10,7730339768581	15,8528042715644	5,34503537413007	5,48979437711667	1,37368846362856
"ENSG00000235023"	1,0001545346668	0,801595337503283	2,7326853435964	2,15460679537163	9,3675661604699	7,12671383217343	9,14965729519446	10,9895077090285
"ENSG00000235109"	357,055168876049	408,012026789171	412,635486883057	650,691252202232	439,555027529742	478,380665984642	510,550877071851	671,733658714366
"ENSG00000235269"	156,024107408022	133,866421363048	153,713550577298	458,931247414157	205,365873517994	256,561697958244	204,037357682836	414,853916015826
"ENSG00000235411"	582,08993917608	515,425802014611	514,428015932023	383,52000957615	576,465609875071	512,232556687465	559,044060736381	348,916869761655
"ENSG00000235510"	0	0,801595337503283	1,3663426717982	0	10,0881481728137	6,23587460315175	6,40476010663612	5,49475385451425
"ENSG00000235532"	13,0020089506685	8,81754871253612	17,7624547333766	6,46382038611489	0	0	0	0
"ENSG00000235720"	251,038788201368	353,503543838948	336,803468598257	665,773499769834	314,894339394257	392,860099998561	304,683587929975	582,44390857851
"ENSG00000236455"	306,047287608042	311,820586288777	282,832933062228	346,891694054832	329,305979641134	325,156318592913	285,469307610067	240,395481134998
"ENSG00000236829"	84,0129809120116	45,6909342376871	59,4359062232218	58,174383475034	78,5434393454784	75,7213344668427	59,472772418764	68,6844231814281
"ENSG00000236969"	436,067377114727	383,964166664073	357,981780011129	282,253490193683	252,203704320343	221,818968026398	229,656398109381	189,569007980741
"ENSG00000237620"	10,001545346668	5,61116736252298	14,3465980538811	12,9276407722298	0	0,890839229021679	0	0
"ENSG00000239719"	118,018235090683	80,9611290878316	119,554983782343	47,4013494981758	87,9110055059483	91,756440589233	112,540784730892	87,9160616722279
"ENSG00000240625"	3,00046360400041	4,00797668751642	7,51488469489011	2,15460679537163	10,0881481728137	1,78167845804336	5,48979437711667	0
"ENSG00000241218"	2,00030906933361	0	0,683171335899101	0	2,16174603703152	7,12671383217343	1,82993145903889	0
"ENSG00000241369"	8,00123627733444	11,222334725046	10,2475700384865	4,30921359074326	0	0	0	0
"ENSG00000243137"	259,040024478702	266,931247388593	295,130017108412	68,9474174518921	90,7933335553237	106,00986825358	92,411538681464	34,342211590714
"ENSG00000243199"	12291,899231055	10828,7514143319	8566,28538083883	12162,7553598728	10678,3048409233	11039,2797260366	10480,9324316452	12559,6336229559
"ENSG00000243495"	65,0100447533423	46,4925295751904	60,1190775591209	12,9276407722298	46,8378308023495	61,4679068024959	65,8775325254001	17,8579500271713
"ENSG00000244668"	4,00061813866722	16,8335020875689	7,51488469489011	36,6283155213177	15,1322222592206	9,79923151923847	4,57482864759723	12,3631961726571
"ENSG00000247095"	91,0140626546792	79,357938412825	84,7132456514885	68,9474174518921	114,57253996267	82,8480482990162	122,605407755606	151,105730999142
"ENSG00000248122"	42,0064904560058	33,6670041751379	38,9407661462488	0	36,7496826295358	32,0702122447804	50,3231151235695	0
"ENSG00000248810"	1,0001545346668	0,801595337503283	1,3663426717982	0	7,20582012343839	15,1442668933685	14,6394516723111	9,61581924539993
"ENSG00000249948"	0	0,801595337503283	0	2,15460679537163	7,20582012343839	5,34503537413007	6,40476010663612	12,3631961726571
"ENSG00000250182"	231,035697508032	753,499617253086	3371,45054266206	4645,33225082123	3241,89847353493	434,729543762579	402,584920988556	5007,09444992611
"ENSG00000253161"	9,00139081200124	5,61116736252298	12,2970840461838	6,46382038611489	0,720582012343839	0	0,914965729519445	0
"ENSG00000253414"	18,0027816240025	10,4207393875427	10,2475700384865	4,30921359074326	0	0	0,914965729519445	0
"ENSG00000253661"	21,0032452280029	4,8095720250197	6,83171335899101	8,61842718148652	0,720582012343839	1,78167845804336	0,914965729519445	0
"ENSG00000253948"	30,0046360400041	40,8813622126674	43,7229654975425	15,0822475676014	59,0877250121948	68,5946206346693	58,5578066892445	19,2316384907999
"ENSG00000254285"	34620,3492174914	32722,724867559	31062,4343006603	35600,5680799254	29973,3293854543	31061,7822375279	32180,2596729284	43107,7176771279
"ENSG00000254510"	15,0023180200021	11,222334725046	10,9307413743856	12,9276407722298	0	3,56335691608672	0,914965729519445	0
"ENSG00000256306"	19,0029361586693	6,41276270002627	8,19805603078921	4,30921359074326	0,720582012343839	0	2,74489718855834	0
"ENSG00000258910"	0	1,60319067500657	0,683171335899101	0	19,4557143332836	2,67251768706504	11,8945544837528	13,7368846362856
"ENSG00000259772"	79,0122082386776	69,7387943627856	57,3863922155245	88,3388786102368	187,351323209398	163,023578910967	146,394516723111	225,284908035084
"ENSG00000260369"	3,00046360400041	6,41276270002627	5,46537068719281	2,15460679537163	2,16174603703152	7,12671383217343	1,82993145903889	1,37368846362856
"ENSG00000260496"	1,0001545346668	0,801595337503283	1,3663426717982	2,15460679537163	10,0881481728137	8,90839229021679	6,40476010663612	16,4842615635427
"ENSG00000261104"	16,0024725546689	16,0319067500657	6,83171335899101	6,46382038611489	0	0	0,914965729519445	0
"ENSG00000261502"	1,0001545346668	4,00797668751642	1,3663426717982	0	25,9409524443782	9,79923151923847	19,2142803199084	10,9895077090285
"ENSG00000261652"	397,061350262721	351,098757826438	291,714160428916	454,622033823414	376,143810443484	376,82499387617	343,112148569792	427,217112188483
"ENSG00000262074"	14,0021634853353	25,6510508001051	17,0792833974775	4,30921359074326	23,0586243950028	8,90839229021679	16,46938313135	16,4842615635427
"ENSG00000262583"	17,0026270893357	16,0319067500657	6,83171335899101	51,7105630889191	23,0586243950028	15,1442668933685	23,7891089675056	24,7263923453141
"ENSG00000262714"	3,00046360400041	2,40478601250985	1,3663426717982	0	10,8087301851576	11,5809099772818	9,14965729519446	5,49475385451425
"ENSG00000262943"	307,047442142709	296,590274876215	334,070783254661	293,026524170542	296,879789085662	365,244083898888	285,469307610067	251,384988844027
"ENSG00000265342"	12,0018544160017	3,20638135001313	2,0495140076973	0	7,92640213578222	1,78167845804336	6,40476010663612	1,37368846362856
"ENSG00000266405"	28,0043269706705	32,0638135001313	36,2080808026524	56,0197766796624	49,7201588517249	16,0351061223902	16,46938313135	71,4318001086852
"ENSG00000268307"	2,00030906933361	0,801595337503283	1,3663426717982	2,15460679537163	18,7351323209398	15,1442668933685	11,8945544837528	2,74737692725712
"ENSG00000270030"	0	5,61116736252298	1,3663426717982	0	3,60291006171919	0,890839229021679	3,65986291807778	1,37368846362856
"ENSG00000270923"	14,0021634853353	15,2303114125624	10,9307413743856	2,15460679537163	27,3821164690659	2,67251768706504	4,57482864759723	5,49475385451425
"ENSG00000271021"	5,00077267333402	1,60319067500657	0,683171335899101	2,15460679537163	10,0881481728137	8,90839229021679	12,8095202132722	13,7368846362856
"ENSG00000272005"	387,059804916053	432,05988691427	478,90310646527	155,131689266757	455,407831801306	440,965418365731	494,99645967002	114,016142481171
"ENSG00000272367"	564,087157552078	684,562418227804	617,586887652787	907,089460851456	664,376615381019	670,801939453324	639,561044934092	674,481035641624
"__no_feature"	95543,7625421852	99542,1090111577	119149,180008819	85869,6992227409	92937,7856240589	85739,7124364205	98352,4111632337	86454,4571469271
"__ambiguous"	0	0	0	0	0	0	0	0
"__too_low_aQual"	0	0	0	0	0	0	0	0
"__not_aligned"	0	0	0	0	0	0	0	0
"__alignment_not_unique"	373512,711743992	328521,023550321	415232,22113081	261287,011467922	309516,635836135	299882,318826339	312282,378313634	244272,029979358
