""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000213606"	30972,4602000491	-0,603788374020859	0,477831607283271	-1,26360074306034	0,206373366765206	0,365679123566417
"ENSG00000214401"	95,2532491845934	0,00950913920994605	0,280852476960661	0,0338581283414424	0,972990282771691	0,999590581734975
"ENSG00000215311"	197,320381974997	0,0333104271160687	0,349465228113144	0,095318287590215	0,92406201739209	0,999590581734975
"ENSG00000215441"	31,7805340409606	0,041381002671737	0,637854561523116	0,0648752947269429	0,948273291097677	0,999590581734975
"ENSG00000217767"	4,60635577649924	-4,24472846523738	1,19696443027195	-3,54624444794318	0,000390763543828109	0,00148001692224896
"ENSG00000223586"	34,4226152562487	0,127953801580046	0,492917233937324	0,259584759408748	0,795184093658768	0,989486941865718
"ENSG00000223599"	66,2194931320317	0,149176676417671	0,227179413662825	0,656646982279282	0,511407931975043	0,77478301694219
"ENSG00000224953"	49,1871128541829	-0,120092877224859	0,411579879538548	-0,29178510222488	0,770450936529947	0,989486941865718
"ENSG00000225792"	80,4758947783009	-0,830457192112808	0,313370585310281	-2,65008022782527	0,0080472659018908	0,0210200135195941
"ENSG00000226309"	223,54045561577	0,0378088958227231	0,118792191433797	0,3182776188096	0,750274359889167	0,98840491759312
"ENSG00000226702"	6,31698665291511	-6,21905087885416	1,30085179385826	-4,7807528176663	1,74639982892914e-06	2,40526885529786e-05
"ENSG00000226786"	4,18044499588514	0,116003840370621	0,954637824784014	0,121516073801985	0,903282283992926	0,999590581734975
"ENSG00000226964"	210,962786374333	0,857986457044353	0,387841052128471	2,21221155505773	0,0269520508174696	0,06140204058416
"ENSG00000227242"	6,94888959016297	2,4258087439579	0,647498520951559	3,74643132835724	0,000179368076000385	0,000799243044531127
"ENSG00000227507"	7,32229248093576	-0,171711159231667	0,530158840491104	-0,323886250906624	0,746024153583933	0,987097460855596
"ENSG00000227682"	603,959651566963	0,0331399564921024	2,02044955631779	0,0164022686874197	0,986913469842636	0,999590581734975
"ENSG00000228793"	5,59168223446839	-4,48617541687966	1,11163078897332	-4,03567035150493	5,44466177627122e-05	0,000343694274627121
"ENSG00000229043"	660,954203241492	-0,154441015944828	0,0929124166876641	-1,66222149256971	0,0964683721663574	0,196173938029572
"ENSG00000229054"	4,64681268414909	0,0477248236984895	0,984358176405456	0,0484831891911179	0,961331161767457	0,999590581734975
"ENSG00000230795"	21,1210149562109	-0,035849886806639	0,887713996921874	-0,0403845010115281	0,967786586570274	0,999590581734975
"ENSG00000230911"	136,778947054447	0,0647014036575594	0,191163524141592	0,338461031978235	0,735015788037007	0,980311847764829
"ENSG00000231249"	4,61886199985451	-0,187785292071328	0,816654575947463	-0,229944578285702	0,818134835830952	0,995485445812938
"ENSG00000231407"	4,25038653950674	-0,00124502714800854	0,804854015655663	-0,00154689810051366	0,998765754380701	0,999590581734975
"ENSG00000231533"	6,62493728245695	6,08295176017135	1,23988794560207	4,90604960048833	9,29290338436567e-07	1,4078748627314e-05
"ENSG00000231683"	2304,41999564452	-0,257906711757626	0,160039672672073	-1,61151736598516	0,10706700525784	0,216275350620837
"ENSG00000231911"	221,928895519345	0,0422642226118296	1,86159170654033	0,0227032718631818	0,981886965940035	0,999590581734975
"ENSG00000233355"	4,84273906547597	4,93362007281788	1,18624585344099	4,15901986802039	3,19616101133097e-05	0,00023058018724602
"ENSG00000234292"	11,2899766748942	-1,10366844485868	0,717644087826306	-1,53790501946671	0,124071839837813	0,245710898502336
"ENSG00000235023"	5,41531087600055	2,44974306143708	0,731322317502191	3,3497447060061	0,000808860732730977	0,00272316446686095
"ENSG00000235109"	491,076770506389	0,205725452555139	0,234381709474695	0,87773680384966	0,380086566807596	0,625903422514683
"ENSG00000235269"	247,919271492178	0,269288652876212	0,449588647654454	0,598966753900741	0,549195054913763	0,811737081165221
"ENSG00000235411"	499,01535796993	-0,000960632915194988	0,206704312354578	-0,00464737723297774	0,996291942805426	0,999590581734975
"ENSG00000235510"	3,79893434330217	3,34079900765165	1,01329468018589	3,29696688730151	0,000977350230890155	0,00321888173869257
"ENSG00000235532"	5,75572909783701	-6,08466477729017	1,20098288514521	-5,06640423652206	4,05400549575554e-07	7,22566861890546e-06
"ENSG00000235720"	400,250154538714	-0,00661955289199268	0,347820265768758	-0,0190315330745954	0,984815950205482	0,999590581734975
"ENSG00000236455"	303,489948499124	-0,0645009529616778	0,141550622172103	-0,455674104231453	0,648624346217102	0,917296949071011
"ENSG00000236829"	66,2170217825585	0,196648385700513	0,243638553820279	0,807131640772961	0,419590644519011	0,665633326121782
"ENSG00000236969"	294,189361552559	-0,712778074162951	0,168645005305809	-4,22649975829673	2,3735452675553e-05	0,000184406209248527
"ENSG00000237620"	5,47222384554045	-5,20608996917616	1,18397038312985	-4,39714543822772	1,09683853010405e-05	0,000100709719582281
"ENSG00000239719"	93,2574987446668	0,0287789183202246	0,291305081045907	0,0987930530318807	0,921302584387849	0,999590581734975
"ENSG00000240625"	4,25469409871904	0,0539326184949104	0,963966212805086	0,0559486606257387	0,955382705936172	0,999590581734975
"ENSG00000241218"	1,72523396668457	1,94123337013855	1,49823608060206	1,29567922924302	0,195086020222149	0,349769610220777
"ENSG00000241369"	4,22254432895127	-5,64896732550025	1,21766969522412	-4,63916228485962	3,49824279143981e-06	4,23987026322505e-05
"ENSG00000243137"	151,700707313585	-1,4609616100816	0,483439704643623	-3,02201411271872	0,00251098841147341	0,00731566816035042
"ENSG00000243199"	11075,9802509575	0,0298020155544538	0,144916129630651	0,205650093129112	0,837064245090063	0,99906163071248
"ENSG00000243495"	47,0738141021625	0,0405574033774853	0,528957232011715	0,0766742581876393	0,938882683231706	0,999590581734975
"ENSG00000244668"	13,3558498801447	-0,561212490702499	0,720147082523322	-0,779302595708737	0,435801485990571	0,684185752617322
"ENSG00000247095"	99,3955488984149	0,517581423915932	0,2230021547203	2,32097050615994	0,0202884357114898	0,0484046930754441
"ENSG00000248122"	29,2196588469098	0,0484910174737086	1,17239260890999	0,0413607328340222	0,967008316651302	0,999590581734975
"ENSG00000248810"	6,22168130981078	3,62828703185926	0,884060768308797	4,10411496802437	4,05865604412868e-05	0,000279493813947952
"ENSG00000249948"	4,28437673871707	3,90092459161172	1,1190352499911	3,48597114491499	0,000490353894213087	0,00181191743837275
"ENSG00000250182"	2260,95318705707	0,0136604860214764	1,11882929334535	0,0122096249201975	0,99025837082238	0,999590581734975
"ENSG00000253161"	4,37612629358578	-4,19046051853175	1,14737052751824	-3,65222952658172	0,000259973356744293	0,00107906749443179
"ENSG00000253414"	5,4869087962868	-5,26400766305476	1,20938814099533	-4,35262053977351	1,34519866689136e-05	0,000116455770305167
"ENSG00000253661"	5,58502299917585	-3,49813752883842	1,00741243879282	-3,47239858684912	0,000515829859220958	0,00188308972703555
"ENSG00000253948"	41,8953752680905	0,637999008105925	0,455734351928476	1,39993618081714	0,161532430290324	0,302125471468939
"ENSG00000254285"	33791,1456798343	0,0247071645245324	0,142796657301557	0,173023409591136	0,862633026936733	0,999590581734975
"ENSG00000254510"	6,8201696921587	-3,42802447532585	0,839928053743849	-4,08133108549711	4,47785147927447e-05	0,000299828405453677
"ENSG00000256306"	5,17355596014128	-3,40445367697147	1,06162245690867	-3,20684029884302	0,00134201474656427	0,00423573404384346
"ENSG00000258910"	6,25575414391159	4,08078743401236	1,11454021027321	3,66140888987039	0,000250832063701895	0,00105558493474548
"ENSG00000259772"	127,066325038223	1,31688153269167	0,214112987206371	6,15040474598768	7,72854634984559e-10	2,60194393778135e-08
"ENSG00000260369"	3,69066044730794	-0,498025360407786	0,818795131408223	-0,608241721651722	0,543027167008635	0,809242272698943
"ENSG00000260496"	5,90103268406866	3,08254232047005	0,826051660650215	3,73165803945442	0,000190223611513495	0,000835329772298391
"ENSG00000261104"	5,78060984741999	-5,32708542666239	1,20367846617821	-4,42567145325477	9,61427588913459e-06	9,39717933679929e-05
"ENSG00000261502"	9,03980573581687	3,17576429841187	0,768585093690708	4,13196186665813	3,59680101458864e-05	0,000253449001725664
"ENSG00000261652"	377,224295927427	0,0371830177374484	0,164672965751076	0,225799162405657	0,821357628558529	0,995485445812938
"ENSG00000262074"	15,7452965817217	0,022396106453466	0,517068378590923	0,0433136261677774	0,965451529305406	0,999590581734975
"ENSG00000262583"	22,2869003610628	0,000446485353742589	0,586359666089492	0,000761453045909957	0,999392448429603	0,999590581734975
"ENSG00000262714"	5,47570545005707	2,31761795689971	0,718274925680448	3,22664466492986	0,00125250898469746	0,00403734279109926
"ENSG00000262943"	303,714149235346	-0,0373314070819476	0,144687021343375	-0,258014898194301	0,796395409320764	0,989486941865718
"ENSG00000265342"	4,34303486722529	-0,000527139125116736	1,02730187389939	-0,000513129722148608	0,999590581734975	0,999590581734975
"ENSG00000266405"	38,2440557709084	0,0201427208256366	0,540848385461432	0,037242823251569	0,970291394262993	0,999590581734975
"ENSG00000268307"	6,85552306241562	3,07306703739122	0,860907633581453	3,56956648718166	0,000357572460214699	0,00140707084993576
"ENSG00000270030"	2,06310133834605	0,334750272154517	1,26688749792055	0,264230464586611	0,791602337646784	0,989486941865718
"ENSG00000270923"	10,3052549657372	-0,0928755708034181	0,859919978073785	-0,108004899492461	0,913991805714479	0,999590581734975
"ENSG00000271021"	6,87308584902496	2,33719435495391	0,687534834627717	3,39938318357272	0,000675380232387186	0,00235849733787066
"ENSG00000272005"	369,817542485072	0,0490139741094543	0,484770909661877	0,101107498681472	0,919465125466342	0,999590581734975
"ENSG00000272367"	677,818319961773	-0,0583827753117141	0,161973892621338	-0,360445590131004	0,718513938548808	0,976276786458695
"__no_feature"	95448,6396444429	-0,138531711561081	0,124262044430074	-1,11483528374617	0,264921013406331	0,453508853458296
"__ambiguous"	0	NA	NA	NA	NA	NA
"__too_low_aQual"	0	NA	NA	NA	NA	NA
"__not_aligned"	0	NA	NA	NA	NA	NA
"__alignment_not_unique"	318063,291356064	-0,2416529112921	0,171730371776265	-1,40716466628822	0,159378566374862	0,299948482059524
