geometry/type,geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/4/0,geometry/coordinates/0/4/1,type,properties/co_F_level,properties/pm1_F_level,properties/pm1_level,properties/no2_F,properties/no2,properties/co_level,properties/last_measure,properties/pm1_F,properties/co,properties/o3_F,properties/count_SMAQ,properties/o3_level,properties/pm25,properties/pm1,properties/pm10_F_level,properties/iuca.level_F_global,properties/pm25_F_level,properties/count_F,properties/pm25_F,properties/no2_F_level,properties/count,properties/iuca.level_global,properties/pm10_level,properties/co_F,properties/pm10,properties/o3,properties/pm10_F,properties/o3_F_level,properties/no2_level,properties/pm25_level,properties/no2_M_level,properties/resp_APP_level,properties/iuca.level_APP_global,properties/no2_M,properties/pm25_M_level,properties/o3_M_level,properties/co_M_level,properties/pm1_M,properties/count_APP,properties/iaq_APP_level,properties/pm10_APP_level,properties/pm10_M,properties/iuca.level_M_global,properties/o3_M,properties/pm25_M,properties/count_M,properties/pm10_M_level,properties/pm1_M_level,properties/co_M,properties/co_APP_level
Polygon,-4.365692138671875,36.7218017578125,-4.365692138671875,36.723175048828125,-4.36431884765625,36.723175048828125,-4.36431884765625,36.7218017578125,-4.365692138671875,36.7218017578125,Feature,,,,,,,2018-02-12T15:58:03+00:00,,,,,,,,,,,,,,110,moderate,,,,,,,,,,moderate,moderate,,,,,,110,good,good,,,,,,,,,good
Polygon,-4.4769287109375,36.714935302734375,-4.4769287109375,36.71630859375,-4.475555419921875,36.71630859375,-4.475555419921875,36.714935302734375,-4.4769287109375,36.714935302734375,Feature,,,,,,,2018-02-16T09:14:57+00:00,,,,,,,,,,,,,,110,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,110,good,good,,,,,,,,,good
Polygon,-4.4329833984375,36.709442138671875,-4.4329833984375,36.7108154296875,-4.431610107421875,36.7108154296875,-4.431610107421875,36.709442138671875,-4.4329833984375,36.709442138671875,Feature,,,unhealthy-low,,7,good,2018-11-06T09:35:17+00:00,,405,,91,good,10,7,,,,,,,109,moderate,good,,13,2,,,good,moderate,good,good,good,7,moderate,good,good,7,18,good,good,13,moderate,2,10,91,good,unhealthy-low,405,good
Polygon,-4.4659423828125,36.717681884765625,-4.4659423828125,36.71905517578125,-4.464569091796875,36.71905517578125,-4.464569091796875,36.717681884765625,-4.4659423828125,36.717681884765625,Feature,,,,,,,2018-02-16T11:58:30+00:00,,,,,,,,,,,,,,109,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,109,good,good,,,,,,,,,good
Polygon,-4.471435546875,36.71630859375,-4.471435546875,36.717681884765625,-4.470062255859375,36.717681884765625,-4.470062255859375,36.71630859375,-4.471435546875,36.71630859375,Feature,,,,,,,2018-02-16T11:55:57+00:00,,,,,,,,,,,,,,109,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,109,good,good,,,,,,,,,good
Polygon,-4.4439697265625,36.714935302734375,-4.4439697265625,36.71630859375,-4.442596435546875,36.71630859375,-4.442596435546875,36.714935302734375,-4.4439697265625,36.714935302734375,Feature,,,,,,,2018-11-14T07:23:26+00:00,,,,,,,,,,,,,,108,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,108,good,good,,,,,,,,,good
Polygon,-4.45220947265625,36.71905517578125,-4.45220947265625,36.720428466796875,-4.450836181640625,36.720428466796875,-4.450836181640625,36.71905517578125,-4.45220947265625,36.71905517578125,Feature,,,,,,,2018-02-16T12:02:39+00:00,,,,,,,,,,,,,,105,good,,,,,,,,,,good,good,,,,,,105,good,good,,,,,,,,,good
Polygon,-4.4329833984375,36.714935302734375,-4.4329833984375,36.71630859375,-4.431610107421875,36.71630859375,-4.431610107421875,36.714935302734375,-4.4329833984375,36.714935302734375,Feature,,,,,,,2018-09-19T16:51:36+00:00,,,,,,,,,,,,,,103,good,,,,,,,,,,good,good,,,,,,103,good,good,,,,,,,,,good
Polygon,-4.46319580078125,36.717681884765625,-4.46319580078125,36.71905517578125,-4.461822509765625,36.71905517578125,-4.461822509765625,36.717681884765625,-4.46319580078125,36.717681884765625,Feature,,,,,,,2018-02-16T11:59:21+00:00,,,,,,,,,,,,,,103,moderate,,,,,,,,,,moderate,moderate,,,,,,103,good,good,,,,,,,,,good
Polygon,-4.36981201171875,36.727294921875,-4.36981201171875,36.728668212890625,-4.368438720703125,36.728668212890625,-4.368438720703125,36.727294921875,-4.36981201171875,36.727294921875,Feature,,,,,,,2018-03-15T21:35:22+00:00,,,,,,,,,,,,,,102,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,102,good,good,,,,,,,,,good
Polygon,-4.448089599609375,36.695709228515625,-4.448089599609375,36.69708251953125,-4.44671630859375,36.69708251953125,-4.44671630859375,36.695709228515625,-4.448089599609375,36.695709228515625,Feature,,,unhealthy-high,,4,good,2018-11-05T19:43:51+00:00,,26,,97,good,24,16,,,,,,,102,unhealthy-low,moderate,,28,1,,,good,unhealthy-low,good,unhealthy,unhealthy,4,unhealthy-low,good,good,16,5,good,good,28,unhealthy-low,1,24,97,moderate,unhealthy-high,26,unhealthy-low
Polygon,-4.4439697265625,36.71356201171875,-4.4439697265625,36.714935302734375,-4.442596435546875,36.714935302734375,-4.442596435546875,36.71356201171875,-4.4439697265625,36.71356201171875,Feature,,,,,,,2018-04-27T06:53:17+00:00,,,,,,,,,,,,,,101,good,,,,,,,,,,good,good,,,,,,101,good,good,,,,,,,,,good
Polygon,-4.442596435546875,36.70257568359375,-4.442596435546875,36.703948974609375,-4.44122314453125,36.703948974609375,-4.44122314453125,36.70257568359375,-4.442596435546875,36.70257568359375,Feature,,,unhealthy,,10,good,2018-09-19T16:57:39+00:00,,164,,93,good,15,10,,,,,,,100,unhealthy-low,moderate,,19,2,,,good,unhealthy-low,good,good,good,10,unhealthy-low,good,good,10,7,good,good,19,unhealthy-low,2,15,93,moderate,unhealthy,164,good
Polygon,-4.401397705078125,36.72454833984375,-4.401397705078125,36.725921630859375,-4.4000244140625,36.725921630859375,-4.4000244140625,36.72454833984375,-4.401397705078125,36.72454833984375,Feature,,,good,,6,good,2018-09-17T13:29:13+00:00,,0,,1,good,2,0,,,,,,,98,good,good,,2,0,,,good,good,good,good,unhealthy-high,6,good,good,good,0,97,unhealthy-high,good,2,good,0,2,1,good,good,0,unhealthy-low
Polygon,-4.503021240234375,36.649017333984375,-4.503021240234375,36.650390625,-4.50164794921875,36.650390625,-4.50164794921875,36.649017333984375,-4.503021240234375,36.649017333984375,Feature,,,unhealthy,,0,good,2018-11-14T15:43:42+00:00,,714,,4,good,19,14,,,,,,,98,unhealthy-low,moderate,,20,1,,,good,unhealthy-low,good,unhealthy,unhealthy,0,unhealthy-low,good,good,14,94,good,good,20,unhealthy-low,1,19,4,moderate,unhealthy,714,good
Polygon,-4.449462890625,36.71905517578125,-4.449462890625,36.720428466796875,-4.448089599609375,36.720428466796875,-4.448089599609375,36.71905517578125,-4.449462890625,36.71905517578125,Feature,,,unhealthy,,3,good,2018-08-02T10:18:25+00:00,,208,,93,good,14,10,,,,,,,96,moderate,moderate,,15,0,,,good,moderate,good,unhealthy-low,unhealthy-low,3,moderate,good,good,10,3,good,good,15,moderate,0,14,93,moderate,unhealthy,208,good
Polygon,-4.46044921875,36.6943359375,-4.46044921875,36.695709228515625,-4.459075927734375,36.695709228515625,-4.459075927734375,36.6943359375,-4.46044921875,36.6943359375,Feature,,,,,,,2018-11-10T14:02:57+00:00,,,,,,,,,,,,,,95,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,95,unhealthy-low,good,,,,,,,,,good
Polygon,-4.4329833984375,36.712188720703125,-4.4329833984375,36.71356201171875,-4.431610107421875,36.71356201171875,-4.431610107421875,36.712188720703125,-4.4329833984375,36.712188720703125,Feature,,,unhealthy,,6,good,2018-09-19T16:53:48+00:00,,358,,87,good,14,10,,,,,,,94,moderate,moderate,,16,1,,,good,moderate,good,good,good,6,moderate,good,good,10,7,good,good,16,moderate,1,14,87,moderate,unhealthy,358,good
Polygon,-4.44671630859375,36.706695556640625,-4.44671630859375,36.70806884765625,-4.445343017578125,36.70806884765625,-4.445343017578125,36.706695556640625,-4.44671630859375,36.706695556640625,Feature,,,,,,,2018-04-20T06:48:03+00:00,,,,,,,,,,,,,,94,good,,,,,,,,,,good,good,,,,,,94,good,good,,,,,,,,,good
Polygon,-4.3341064453125,36.712188720703125,-4.3341064453125,36.71356201171875,-4.332733154296875,36.71356201171875,-4.332733154296875,36.712188720703125,-4.3341064453125,36.712188720703125,Feature,,,,,,,2018-02-14T16:24:55+00:00,,,,,,,,,,,,,,92,good,,,,,,,,,,good,good,,,,,,92,good,good,,,,,,,,,good
Polygon,-4.423370361328125,36.736907958984375,-4.423370361328125,36.73828125,-4.4219970703125,36.73828125,-4.4219970703125,36.736907958984375,-4.423370361328125,36.736907958984375,Feature,good,unhealthy-high,unhealthy-high,0,15,good,2018-12-16T16:06:01+00:00,22,496,0,37,good,22,15,unhealthy-low,unhealthy,unhealthy,2,36,good,91,unhealthy-low,moderate,171,25,6,43,good,good,unhealthy-low,good,good,good,16,unhealthy-low,good,good,14,54,good,good,24,unhealthy-low,6,21,35,moderate,unhealthy,514,good
Polygon,-4.459075927734375,36.706695556640625,-4.459075927734375,36.70806884765625,-4.45770263671875,36.70806884765625,-4.45770263671875,36.706695556640625,-4.459075927734375,36.706695556640625,Feature,,,,,,,2018-02-14T05:53:47+00:00,,,,,,,,,,,,,,91,good,,,,,,,,,,good,good,,,,,,91,good,good,,,,,,,,,good
Polygon,-4.44671630859375,36.6943359375,-4.44671630859375,36.695709228515625,-4.445343017578125,36.695709228515625,-4.445343017578125,36.6943359375,-4.44671630859375,36.6943359375,Feature,,,unhealthy-high,,2,good,2018-01-22T11:57:59+00:00,,21,,91,good,23,16,,,,,,,91,unhealthy-low,moderate,,25,1,,,good,unhealthy-low,good,,,2,unhealthy-low,good,good,16,,,,25,unhealthy-low,1,23,91,moderate,unhealthy-high,21,
Polygon,-4.423370361328125,36.742401123046875,-4.423370361328125,36.7437744140625,-4.4219970703125,36.7437744140625,-4.4219970703125,36.742401123046875,-4.423370361328125,36.742401123046875,Feature,,,unhealthy,,12,good,2018-02-16T10:52:42+00:00,,202,,83,good,16,11,,,,,,,89,unhealthy-low,moderate,,18,5,,,good,unhealthy-low,good,good,good,12,unhealthy-low,good,good,11,6,good,good,18,unhealthy-low,5,16,83,moderate,unhealthy,202,good
Polygon,-4.423370361328125,36.71905517578125,-4.423370361328125,36.720428466796875,-4.4219970703125,36.720428466796875,-4.4219970703125,36.71905517578125,-4.423370361328125,36.71905517578125,Feature,,,,,,,2018-04-02T13:28:42+00:00,,,,,,,,,,,,,,89,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,89,good,good,,,,,,,,,good
Polygon,-4.42474365234375,36.717681884765625,-4.42474365234375,36.71905517578125,-4.423370361328125,36.71905517578125,-4.423370361328125,36.717681884765625,-4.42474365234375,36.717681884765625,Feature,,,,,,,2018-09-18T16:31:22+00:00,,,,,,,,,,,,,,89,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,89,good,good,,,,,,,,,good
Polygon,-4.4549560546875,36.698455810546875,-4.4549560546875,36.6998291015625,-4.453582763671875,36.6998291015625,-4.453582763671875,36.698455810546875,-4.4549560546875,36.698455810546875,Feature,,,unhealthy,,2,good,2018-05-02T18:58:32+00:00,,557,,6,good,16,11,,,,,,,89,unhealthy-low,moderate,,19,3,,,good,unhealthy-low,good,good,unhealthy-high,2,unhealthy-low,good,good,11,83,unhealthy-high,good,19,unhealthy-low,3,16,6,moderate,unhealthy,557,good
Polygon,-4.415130615234375,36.717681884765625,-4.415130615234375,36.71905517578125,-4.41375732421875,36.71905517578125,-4.41375732421875,36.717681884765625,-4.415130615234375,36.717681884765625,Feature,,,,,,,2018-02-13T13:39:13+00:00,,,,,,,,,,,,,,88,moderate,,,,,,,,,,good,moderate,,,,,,88,good,good,,,,,,,,,moderate
Polygon,-4.449462890625,36.701202392578125,-4.449462890625,36.70257568359375,-4.448089599609375,36.70257568359375,-4.448089599609375,36.701202392578125,-4.449462890625,36.701202392578125,Feature,,,unhealthy-high,,1,good,2018-09-19T17:13:44+00:00,,73,,79,good,48,32,,,,,,,88,unhealthy-high,unhealthy,,57,1,,,good,unhealthy-high,good,good,good,1,unhealthy-high,good,good,32,9,good,good,57,unhealthy-high,1,48,79,unhealthy,unhealthy-high,73,good
Polygon,-4.365692138671875,36.720428466796875,-4.365692138671875,36.7218017578125,-4.36431884765625,36.7218017578125,-4.36431884765625,36.720428466796875,-4.365692138671875,36.720428466796875,Feature,,,,,,,2018-02-14T06:21:29+00:00,,,,,,,,,,,,,,87,good,,,,,,,,,,good,good,,,,,,87,good,good,,,,,,,,,good
Polygon,-4.442596435546875,36.71905517578125,-4.442596435546875,36.720428466796875,-4.44122314453125,36.720428466796875,-4.44122314453125,36.71905517578125,-4.442596435546875,36.71905517578125,Feature,,,unhealthy-low,,3,good,2018-08-02T09:31:14+00:00,,131,,87,good,12,8,,,,,,,87,moderate,good,,14,1,,,good,moderate,good,,,3,moderate,good,good,8,,,,14,moderate,1,12,87,good,unhealthy-low,131,
Polygon,-4.4439697265625,36.692962646484375,-4.4439697265625,36.6943359375,-4.442596435546875,36.6943359375,-4.442596435546875,36.692962646484375,-4.4439697265625,36.692962646484375,Feature,,,,,,,2018-01-19T14:54:41+00:00,,,,,,,,,,,,,,87,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,87,good,good,,,,,,,,,good
Polygon,-4.4329833984375,36.717681884765625,-4.4329833984375,36.71905517578125,-4.431610107421875,36.71905517578125,-4.431610107421875,36.717681884765625,-4.4329833984375,36.717681884765625,Feature,,,unhealthy-low,,4,good,2018-08-02T12:10:20+00:00,,146,,86,good,13,9,,,,,,,86,moderate,good,,14,3,,,good,moderate,good,,,4,moderate,good,good,9,,,,14,moderate,3,13,86,good,unhealthy-low,146,
Polygon,-4.46868896484375,36.706695556640625,-4.46868896484375,36.70806884765625,-4.467315673828125,36.70806884765625,-4.467315673828125,36.706695556640625,-4.46868896484375,36.706695556640625,Feature,good,unhealthy,unhealthy,5,5,good,2018-01-30T17:28:58+00:00,11,109,21,86,good,16,11,moderate,unhealthy-low,unhealthy-low,86,16,good,86,unhealthy-low,moderate,109,19,21,19,good,good,unhealthy-low,,,,,,,,,,,,,,,,,,,,
Polygon,-4.427490234375,36.7108154296875,-4.427490234375,36.712188720703125,-4.426116943359375,36.712188720703125,-4.426116943359375,36.7108154296875,-4.427490234375,36.7108154296875,Feature,,,moderate,,9,good,2018-11-05T19:36:50+00:00,,68,,62,good,7,3,,,,,,,85,good,good,,10,1,,,good,good,good,good,unhealthy-low,9,good,good,good,3,23,good,good,10,good,1,7,62,good,moderate,68,unhealthy-low
Polygon,-4.43572998046875,36.706695556640625,-4.43572998046875,36.70806884765625,-4.434356689453125,36.70806884765625,-4.434356689453125,36.706695556640625,-4.43572998046875,36.706695556640625,Feature,,,unhealthy,,9,good,2018-11-06T09:34:17+00:00,,110,,51,good,17,11,,,,,,,85,unhealthy-low,moderate,,21,16,,,good,unhealthy-low,good,good,good,9,unhealthy-low,good,good,11,34,good,good,21,unhealthy-low,16,17,51,moderate,unhealthy,110,good
Polygon,-4.472808837890625,36.71630859375,-4.472808837890625,36.717681884765625,-4.471435546875,36.717681884765625,-4.471435546875,36.71630859375,-4.472808837890625,36.71630859375,Feature,,,,,,,2018-02-16T11:55:27+00:00,,,,,,,,,,,,,,85,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,85,good,good,,,,,,,,,good
Polygon,-4.361572265625,36.720428466796875,-4.361572265625,36.7218017578125,-4.360198974609375,36.7218017578125,-4.360198974609375,36.720428466796875,-4.361572265625,36.720428466796875,Feature,good,good,good,0,0,good,2018-12-16T13:37:29+00:00,1,418,5,1,good,5,1,good,good,good,1,5,good,82,good,good,418,7,5,7,good,good,good,,unhealthy-low,unhealthy-low,,,,,,81,good,good,,,,,,,,,good
Polygon,-4.434356689453125,36.71356201171875,-4.434356689453125,36.714935302734375,-4.4329833984375,36.714935302734375,-4.4329833984375,36.71356201171875,-4.434356689453125,36.71356201171875,Feature,,,,,,,2018-02-14T05:44:35+00:00,,,,,,,,,,,,,,80,moderate,,,,,,,,,,moderate,moderate,,,,,,80,good,good,,,,,,,,,good
Polygon,-4.44122314453125,36.705322265625,-4.44122314453125,36.706695556640625,-4.439849853515625,36.706695556640625,-4.439849853515625,36.705322265625,-4.44122314453125,36.705322265625,Feature,,,unhealthy-low,,6,good,2018-04-27T08:17:30+00:00,,41,,80,good,12,7,,,,,,,80,moderate,moderate,,16,2,,,good,moderate,good,,,6,moderate,good,good,7,,,,16,moderate,2,12,80,moderate,unhealthy-low,41,
Polygon,-4.437103271484375,36.703948974609375,-4.437103271484375,36.705322265625,-4.43572998046875,36.705322265625,-4.43572998046875,36.703948974609375,-4.437103271484375,36.703948974609375,Feature,,,unhealthy-low,,8,good,2018-09-19T17:17:17+00:00,,127,,72,good,15,9,,,,,,,79,unhealthy-low,moderate,,19,6,,,good,unhealthy-low,good,good,good,8,unhealthy-low,good,good,9,7,good,good,19,unhealthy-low,6,15,72,moderate,unhealthy-low,127,good
Polygon,-4.461822509765625,36.72454833984375,-4.461822509765625,36.725921630859375,-4.46044921875,36.725921630859375,-4.46044921875,36.72454833984375,-4.461822509765625,36.72454833984375,Feature,,,unhealthy-high,,5,good,2018-01-24T10:03:57+00:00,,103,,79,good,22,16,,,,,,,79,unhealthy-low,moderate,,24,1,,,good,unhealthy-low,good,,,5,unhealthy-low,good,good,16,,,,24,unhealthy-low,1,22,79,moderate,unhealthy-high,103,
Polygon,-4.33685302734375,36.712188720703125,-4.33685302734375,36.71356201171875,-4.335479736328125,36.71356201171875,-4.335479736328125,36.712188720703125,-4.33685302734375,36.712188720703125,Feature,,,,,,,2018-02-12T16:15:03+00:00,,,,,,,,,,,,,,78,good,,,,,,,,,,good,good,,,,,,78,good,good,,,,,,,,,good
Polygon,-4.417877197265625,36.731414794921875,-4.417877197265625,36.7327880859375,-4.41650390625,36.7327880859375,-4.41650390625,36.731414794921875,-4.417877197265625,36.731414794921875,Feature,good,unhealthy-high,unhealthy-high,58,13,good,2018-12-14T19:32:27+00:00,105,424,7,64,good,158,22,unhealthy-high,unhealthy-high,unhealthy-high,2,4139,good,78,unhealthy-high,unhealthy-low,341,35,20,79,good,good,unhealthy-high,good,good,good,11,unhealthy,good,good,19,14,good,good,34,unhealthy,20,29,62,unhealthy-low,unhealthy-high,426,good
Polygon,-4.46044921875,36.717681884765625,-4.46044921875,36.71905517578125,-4.459075927734375,36.71905517578125,-4.459075927734375,36.717681884765625,-4.46044921875,36.717681884765625,Feature,,,,,,,2018-02-16T12:00:00+00:00,,,,,,,,,,,,,,77,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,77,good,good,,,,,,,,,good
Polygon,-4.332733154296875,36.712188720703125,-4.332733154296875,36.71356201171875,-4.33135986328125,36.71356201171875,-4.33135986328125,36.712188720703125,-4.332733154296875,36.712188720703125,Feature,,,,,,,2018-02-14T16:24:13+00:00,,,,,,,,,,,,,,76,good,,,,,,,,,,good,good,,,,,,76,good,good,,,,,,,,,good
Polygon,-4.46044921875,36.7218017578125,-4.46044921875,36.723175048828125,-4.459075927734375,36.723175048828125,-4.459075927734375,36.7218017578125,-4.46044921875,36.7218017578125,Feature,,,unhealthy,,5,good,2018-01-25T13:14:04+00:00,,126,,76,good,16,12,,,,,,,76,unhealthy-low,moderate,,17,1,,,good,unhealthy-low,good,,,5,unhealthy-low,good,good,12,,,,17,unhealthy-low,1,16,76,moderate,unhealthy,126,
Polygon,-4.343719482421875,36.71356201171875,-4.343719482421875,36.714935302734375,-4.34234619140625,36.714935302734375,-4.34234619140625,36.71356201171875,-4.343719482421875,36.71356201171875,Feature,,,,,,,2018-02-12T16:12:54+00:00,,,,,,,,,,,,,,74,good,,,,,,,,,,good,good,,,,,,74,good,good,,,,,,,,,good
Polygon,-4.41375732421875,36.725921630859375,-4.41375732421875,36.727294921875,-4.412384033203125,36.727294921875,-4.412384033203125,36.725921630859375,-4.41375732421875,36.725921630859375,Feature,,,,,,,2018-01-21T13:58:54+00:00,,,,,,,,,,,,,,74,unhealthy-high,,,,,,,,,,good,unhealthy-high,,,,,,74,unhealthy-high,good,,,,,,,,,unhealthy-high
Polygon,-4.434356689453125,36.709442138671875,-4.434356689453125,36.7108154296875,-4.4329833984375,36.7108154296875,-4.4329833984375,36.709442138671875,-4.434356689453125,36.709442138671875,Feature,,,unhealthy-low,,4,good,2018-09-19T16:55:03+00:00,,232,,68,good,12,8,,,,,,,74,moderate,good,,14,1,,,good,moderate,good,good,good,4,moderate,good,good,8,6,good,good,14,moderate,1,12,68,good,unhealthy-low,232,good
Polygon,-4.398651123046875,36.725921630859375,-4.398651123046875,36.727294921875,-4.39727783203125,36.727294921875,-4.39727783203125,36.725921630859375,-4.398651123046875,36.725921630859375,Feature,,,moderate,,4,good,2018-01-12T11:59:29+00:00,,66,,73,good,4,3,,,,,,,73,good,good,,5,2,,,good,good,good,,,4,good,good,good,3,,,,5,good,2,4,73,good,moderate,66,
Polygon,-4.4659423828125,36.720428466796875,-4.4659423828125,36.7218017578125,-4.464569091796875,36.7218017578125,-4.464569091796875,36.720428466796875,-4.4659423828125,36.720428466796875,Feature,,,unhealthy-high,,6,good,2018-01-24T11:03:13+00:00,,49,,73,good,20,15,,,,,,,73,unhealthy-low,moderate,,21,1,,,good,unhealthy-low,good,,,6,unhealthy-low,good,good,15,,,,21,unhealthy-low,1,20,73,moderate,unhealthy-high,49,
Polygon,-4.431610107421875,36.709442138671875,-4.431610107421875,36.7108154296875,-4.43023681640625,36.7108154296875,-4.43023681640625,36.709442138671875,-4.431610107421875,36.709442138671875,Feature,,,unhealthy,,10,good,2018-11-06T09:35:26+00:00,,103,,57,good,18,11,,,,,,,72,unhealthy-low,moderate,,23,5,,,good,unhealthy-low,good,good,good,10,unhealthy-low,good,good,11,15,good,good,23,unhealthy-low,5,18,57,moderate,unhealthy,103,good
Polygon,-4.437103271484375,36.70257568359375,-4.437103271484375,36.703948974609375,-4.43572998046875,36.703948974609375,-4.43572998046875,36.70257568359375,-4.437103271484375,36.70257568359375,Feature,,,unhealthy-low,,6,good,2018-01-15T10:14:18+00:00,,71,,72,good,12,7,,,,,,,72,moderate,moderate,,16,1,,,good,moderate,good,,,6,moderate,good,good,7,,,,16,moderate,1,12,72,moderate,unhealthy-low,71,
Polygon,-4.46044921875,36.703948974609375,-4.46044921875,36.705322265625,-4.459075927734375,36.705322265625,-4.459075927734375,36.703948974609375,-4.46044921875,36.703948974609375,Feature,,,,,,,2018-04-26T13:02:38+00:00,,,,,,,,,,,,,,72,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,72,good,good,,,,,,,,,good
Polygon,-4.450836181640625,36.717681884765625,-4.450836181640625,36.71905517578125,-4.449462890625,36.71905517578125,-4.449462890625,36.717681884765625,-4.450836181640625,36.717681884765625,Feature,,,,,,,2018-02-16T09:04:24+00:00,,,,,,,,,,,,,,71,moderate,,,,,,,,,,moderate,moderate,,,,,,71,good,good,,,,,,,,,good
