geometry/coordinates/0/4/0,geometry/coordinates/0/4/1,average_quality
-4.439849853515625,36.69845581054688,3.2857142857142856
-4.428863525390625,36.70944213867188,3.2692307692307696
-4.340972900390625,36.717681884765625,3.6428571428571432
-4.42474365234375,36.73416137695313,2.5384615384615383
-4.49615478515625,36.70120239257813,3.0
-4.449462890625,36.695709228515625,2.7199999999999998
-4.497528076171875,36.70120239257813,2.7692307692307696
-4.450836181640625,36.6943359375,2.04
-4.450836181640625,36.695709228515625,2.5
-4.404144287109375,36.72042846679688,3.5789473684210527
-4.41650390625,36.73004150390625,1.923076923076923
-4.42474365234375,36.7218017578125,4.0
-4.5263671875,36.727294921875,1.7142857142857144
-4.439849853515625,36.71630859375,4.0
-4.464569091796875,36.6943359375,4.0
-4.445343017578125,36.70120239257813,3.1578947368421053
-4.4384765625,36.70669555664063,2.8571428571428568
-4.467315673828125,36.705322265625,4.0
-4.44122314453125,36.71905517578125,2.8571428571428568
-4.42474365234375,36.72042846679688,3.0
-4.4329833984375,36.71905517578125,3.428571428571429
-4.445343017578125,36.6998291015625,3.1578947368421053
-4.44671630859375,36.71630859375,3.5789473684210527
-4.41375732421875,36.727294921875,3.5384615384615383
-4.50439453125,36.703948974609375,1.1428571428571428
-4.449462890625,36.71630859375,2.7142857142857144
-4.36431884765625,36.72042846679688,3.894736842105263
-4.46044921875,36.705322265625,3.0
-4.445343017578125,36.717681884765625,3.2631578947368416
-4.439849853515625,36.705322265625,2.8571428571428568
-4.448089599609375,36.717681884765625,3.1578947368421053
-4.43023681640625,36.717681884765625,2.736842105263158
-4.4219970703125,36.71630859375,4.0
-4.437103271484375,36.70669555664063,3.473684210526316
-4.428863525390625,36.71905517578125,2.8571428571428568
-4.417877197265625,36.727294921875,3.0
-4.445343017578125,36.71630859375,3.428571428571429
-4.415130615234375,36.71905517578125,2.9473684210526314
-4.439849853515625,36.714935302734375,3.5
-4.44122314453125,36.714935302734375,3.0
-4.426116943359375,36.72042846679688,3.789473684210526
-4.442596435546875,36.71356201171875,3.0
-4.449462890625,36.717681884765625,3.3684210526315788
-4.45770263671875,36.69708251953125,3.0
-4.409637451171875,36.72042846679688,2.5
-4.4384765625,36.705322265625,3.1578947368421053
-4.448089599609375,36.71630859375,3.428571428571429
-4.41375732421875,36.72042846679688,3.1578947368421053
-4.404144287109375,36.7218017578125,2.0
-4.44671630859375,36.7108154296875,4.0
-4.437103271484375,36.717681884765625,3.1428571428571432
-4.445343017578125,36.7108154296875,4.0
-4.445343017578125,36.70806884765625,4.0
-4.45770263671875,36.69845581054688,3.5
-4.448089599609375,36.703948974609375,4.0
-4.50164794921875,36.649017333984375,3.789473684210526
-4.41650390625,36.72317504882813,2.833333333333333
-4.431610107421875,36.717681884765625,3.1578947368421053
-4.439849853515625,36.703948974609375,3.1578947368421053
-4.4659423828125,36.70669555664063,4.0
-4.44671630859375,36.714935302734375,3.1578947368421053
-4.46319580078125,36.6943359375,3.0
-4.445343017578125,36.70944213867188,4.0
-4.412384033203125,36.72042846679688,2.5
-4.40826416015625,36.72042846679688,3.5384615384615383
-4.461822509765625,36.6943359375,3.0
-4.449462890625,36.6943359375,1.7307692307692308
-4.405517578125,36.72042846679688,3.473684210526316
-4.42474365234375,36.7437744140625,2.8571428571428568
-4.44671630859375,36.717681884765625,3.2631578947368416
-4.453582763671875,36.70120239257813,3.5
-4.45770263671875,36.6998291015625,4.0
-4.49615478515625,36.70257568359375,1.2857142857142856
-4.406890869140625,36.72042846679688,3.3684210526315788
-4.4439697265625,36.717681884765625,3.1578947368421053
-4.459075927734375,36.695709228515625,3.68421052631579
-4.4439697265625,36.70669555664063,4.0
-4.44122314453125,36.71630859375,3.789473684210526
-4.428863525390625,36.717681884765625,3.1578947368421053
-4.456329345703125,36.70120239257813,4.0
-4.497528076171875,36.70257568359375,2.230769230769231
-4.442596435546875,36.7108154296875,4.0
-4.439849853515625,36.70669555664063,2.8571428571428568
-4.4439697265625,36.7108154296875,4.0
-4.420623779296875,36.717681884765625,3.5
-4.427490234375,36.717681884765625,3.2631578947368416
-4.42474365234375,36.74240112304688,2.8571428571428568
-4.4549560546875,36.70120239257813,4.0
-4.4219970703125,36.717681884765625,2.526315789473684
-4.4439697265625,36.70257568359375,2.2857142857142856
-4.4110107421875,36.72042846679688,2.0
-4.450836181640625,36.70257568359375,3.5
-4.461822509765625,36.72317504882813,2.8571428571428568
-4.46044921875,36.695709228515625,3.0
-4.45770263671875,36.683349609375,4.0
-4.442596435546875,36.71218872070313,3.5
-4.42474365234375,36.74102783203125,2.8571428571428568
-4.448089599609375,36.714935302734375,3.5789473684210527
-4.50714111328125,36.70806884765625,0.7142857142857142
-4.449462890625,36.714935302734375,3.1578947368421053
-4.467315673828125,36.70669555664063,4.0
-4.417877197265625,36.71905517578125,3.0
-4.417877197265625,36.72317504882813,2.526315789473684
-4.36431884765625,36.71905517578125,3.894736842105263
-4.437103271484375,36.70806884765625,3.428571428571429
-4.415130615234375,36.725921630859375,2.8076923076923075
-4.420623779296875,36.73004150390625,3.2307692307692304
-4.41650390625,36.7218017578125,3.0384615384615383
-4.423370361328125,36.72042846679688,3.0
-4.41925048828125,36.72317504882813,3.3846153846153846
-4.44122314453125,36.71218872070313,4.0
-4.42474365234375,36.739654541015625,2.238095238095238
-4.437103271484375,36.705322265625,3.2631578947368416
-4.43023681640625,36.71905517578125,3.1578947368421053
-4.4219970703125,36.72042846679688,3.0
-4.459075927734375,36.703948974609375,3.3684210526315788
-4.439849853515625,36.71905517578125,3.2857142857142856
-4.461822509765625,36.7218017578125,3.1428571428571432
